Id,SalePrice
1461,113554.70652656208
1462,155539.3427172882
1463,162553.81305649524
1464,196079.92858656912
1465,184140.40003844735
1466,169703.8441467668
1467,185798.53073128598
1468,166625.0496012852
1469,190216.58934809553
1470,116382.42804843662
1471,190486.5081699184
1472,107393.80398194489
1473,98505.1615644943
1474,150702.2734746266
1475,119772.90307962673
1476,341143.73791544605
1477,235572.59127577554
1478,291070.67327769165
1479,277427.6814193905
1480,455123.62930537463
1481,300565.6955146555
1482,203222.47505402594
1483,172862.47070646103
1484,167715.65612314333
1485,200553.38339061567
1486,201400.61262456025
1487,302631.06922272453
1488,231345.1297464375
1489,182422.6241093136
1490,224026.89131797836
1491,199938.4831948324
1492,91108.6492886937
1493,204336.15008658922
1494,292927.35035151726
1495,269265.6487823796
1496,224493.52008435404
1497,170608.4005217552
1498,168615.9668140559
1499,166091.55097061803
1500,160950.82389600514
1501,167222.9445753779
1502,157396.7807002035
1503,288701.1502249748
1504,245330.66206096247
1505,223565.92304614367
1506,196106.29698510308
1507,235044.61387100135
1508,193284.70504204382
1509,154428.49947744882
1510,133685.91843617824
1511,145709.5003026189
1512,170954.28694737903
1513,151771.88355816578
1514,140609.67348025137
1515,182918.84822995446
1516,149465.78789269275
1517,162006.24185944884
1518,131607.7565459347
1519,201444.06149319196
1520,124931.3679467511
1521,118536.86798655902
1522,177838.5457481006
1523,102628.48890227012
1524,121713.33546266942
1525,107083.269294398
1526,99247.29647742475
1527,100275.12760638283
1528,149923.5057287632
1529,138250.93020318603
1530,199907.8699388192
1531,119437.36596575096
1532,105761.5961978253
1533,162673.4486562353
1534,132677.58316987354
1535,147913.9138270655
1536,115048.72247697486
1537,57351.6738477501
1538,138102.6485883137
1539,194887.53388713815
1540,85379.74300445139
1541,135374.2932405873
1542,131744.03883778956
1543,169071.9638477226
1544,91948.7505031729
1545,109158.57584119767
1546,142606.66097145394
1547,134611.028075769
1548,127718.7121829323
1549,116278.80085170793
1550,127640.66031321917
1551,125303.49643610326
1552,126506.7205262009
1553,132919.4322965601
1554,121146.1362477167
1555,150909.16821504425
1556,86020.09546523157
1557,85840.98202817509
1558,107573.41887542687
1559,72179.42451565103
1560,132636.94884629536
1561,115797.71893678064
1562,141452.7683340994
1563,117254.50976052549
1564,155518.9387456603
1565,136924.3348051873
1566,228181.1259019072
1567,78548.21731820896
1568,233286.0037376666
1569,123966.03030149
1570,150840.30962057656
1571,116318.9510694123
1572,142320.5297449443
1573,224623.3391107651
1574,109017.67928383409
1575,214492.2057202363
1576,251709.32531131615
1577,178595.81074221604
1578,139304.4035449165
1579,127508.35671328437
1580,196183.9851480467
1581,159639.0527222179
1582,128335.06381803889
1583,291024.4759614871
1584,219521.68318838198
1585,145376.38547455086
1586,70681.8441984291
1587,101038.22735653828
1588,143565.4228905849
1589,91166.62264316638
1590,140033.87906166303
1591,89466.48842300035
1592,122194.5844163383
1593,136951.36798365656
1594,130101.55249417061
1595,99783.15858186598
1596,200396.96691486522
1597,159106.73397762218
1598,198374.76137097584
1599,177165.67908027873
1600,174871.0891830191
1601,66533.29467538549
1602,118115.4044058833
1603,77046.3594482121
1604,249769.0193244915
1605,246694.53029681992
1606,167994.24512576705
1607,181514.40622078883
1608,228494.79696727454
1609,184264.43408103808
1610,150225.8446883877
1611,131920.17286551523
1612,169426.34842277056
1613,167521.15339958435
1614,139022.0060525926
1615,99172.04234000652
1616,82218.61861891346
1617,96215.35997960022
1618,122509.1737521019
1619,148573.94187244147
1620,148500.4218654833
1621,127841.87630916612
1622,155085.45272323018
1623,266526.0764794961
1624,202968.16308036615
1625,114853.91521293308
1626,173219.92699438072
1627,184183.36387205977
1628,283217.9921790123
1629,171476.787742051
1630,304291.73930821626
1631,216361.16593892733
1632,214524.52810784415
1633,178968.49360669448
1634,183246.44546730115
1635,186486.04299800147
1636,160465.79052731383
1637,186912.1747331521
1638,191768.86155346676
1639,179254.4377861289
1640,261446.6698303081
1641,176595.09499972948
1642,241431.67606676504
1643,228518.56407512783
1644,236080.33680192896
1645,243938.24330598314
1646,166369.1280068609
1647,163489.5780572849
1648,132711.45857046446
1649,149136.96572141576
1650,107923.4632672409
1651,119871.74872460394
1652,110807.95332326804
1653,112868.88826855547
1654,143840.3384873023
1655,149982.33531599742
1656,141222.7136285642
1657,146093.0223316233
1658,145672.73255654654
1659,123588.84948290781
1660,146913.5191173084
1661,440289.92388424854
1662,351377.14994079486
1663,345948.0324555813
1664,474697.87813328387
1665,289968.6428199059
1666,301940.2893011415
1667,350540.3970319963
1668,331088.15551023907
1669,300738.2681354934
1670,327084.0137934759
1671,250485.2375026956
1672,400594.6728664702
1673,291221.1646360302
1674,240189.25578429186
1675,184295.84835517078
1676,187311.90230792537
1677,199780.06943802602
1678,403716.00893036864
1679,347557.66430505336
1680,292537.46879607905
1681,230450.7513353334
1682,284225.20436988195
1683,177277.08996203568
1684,194265.47893802126
1685,187158.57302340464
1686,177312.85093465252
1687,184467.41418880544
1688,199334.3315458687
1689,204833.96910351788
1690,215656.26320844778
1691,204216.52208813583
1692,276283.1423214435
1693,182027.43879788165
1694,184379.90237057433
1695,168466.9156224054
1696,276856.2560900132
1697,176671.1929395107
1698,326626.8844061219
1699,354636.3836327622
1700,236422.56535251372
1701,262135.7434627243
1702,243529.81052766906
1703,255167.8306385105
1704,274606.0817825359
1705,250219.86051174224
1706,360929.508140165
1707,207730.0598987231
1708,200773.98370061748
1709,277029.4324844606
1710,220914.35525435215
1711,278731.14450382494
1712,260087.5471907863
1713,265566.56247206876
1714,219138.88798903918
1715,207482.52325327022
1716,181117.93890313568
1717,187453.42389781942
1718,135110.17862384662
1719,203976.23603795838
1720,264447.5643418697
1721,174113.75893102915
1722,128106.55731853718
1723,160690.02570721766
1724,206040.70593708268
1725,233061.96296460574
1726,188343.57302669625
1727,146159.09526345847
1728,197142.1235351064
1729,161646.14087235183
1730,168165.46958187508
1731,131403.37808731233
1732,131266.8457257172
1733,111276.04543197916
1734,120228.54844725034
1735,147000.21061286953
1736,119380.9605689141
1737,316535.99623830087
1738,232309.06040005726
1739,259902.9471256717
1740,210656.23617068914
1741,186687.36425913387
1742,161716.16336588922
1743,179455.74974677453
1744,307449.1272599335
1745,199613.7380070372
1746,186592.2261834143
1747,217811.5784681507
1748,226407.15285051105
1749,152683.69021830815
1750,124292.12169968912
1751,268213.0958861044
1752,115635.12211364646
